CONTACT_ID,PATROL_STATION,DATE_TIME,NUMBER_OF_MINUTES,STREET_NUMBER,DIRECTION,STREET,TYPE,SUITE,CROSS_STREET,LANDMARK,FULL_STREET,CITY,STATE,ZIP_CODE,K_12_SCHOOL,SCHOOL_NAME,CALL_FOR_SERVICE,CIVILIANS_CONTACTED,Person ID,Street #,Street Direction,Street Name,Street Type,Suite,Cross Street,Landmark,Full Address,City,State,Zip Code,Age?,K12 Student?,Limited or No English Fluency?,Perception Made,Homeless?,Gender,Race,Disability,Reason for Contact,Reason for Contact Narrative,Traffic Violation Type,Traffic Violation Offense Code,Reasonable Suspicion that the Officer Witnessed Commission of a Crime?,Reasonable Suspicion that the Person Matched Suspect Description?,Reasonable Suspicion that the Person was a Witness or Victim ID of Suspect at the Scene?,Reasonable Suspicion that the Person may be Carrying Suspicious Object?,Reasonable Suspicion that the Person's Actions was Indicative of Casing a Victim or Location?,Reasonable Suspicion that the Person was Suspected of Acting as a Lookout?,Reasonable Suspicion that the Person's Actions was Indicative of a Drug Transaction?,Reasonable Suspicion that the Person's Actions was Indicative of Engaging in a Violent Crime?,Officer had Other Reasonable Suspicions of a Crime?,Offense Code of the Reasonable Suspicion,Education Code Section,Education Code Subdivision,Person Removed from Vehicle by Order?,Person Removed from Vehicle by Physical Contact?,Field Sobriety Test Conducted?,Curbside Detention?,Person Handcuffed or Flex Cuffed?,Patrol Car Detention?,Canine Removed from Vehicle or Used to Search?,Firearm Pointed at Person?,Firearm Discharged or Used?,Electronic Control Device Used?,Impact Projectile Discharged or Used?,Canine Bit or Held Person?,Baton or Other Impact Weapon Used?,Chemical Spray Used?,Other Physical or Vehicle Contact?,Person Photographed?,Search of Person Conducted?,Asked Consent to Search Person?,Asked Consent to Search Person Given?,Search of Property Conducted?,Asked Consent to Search Property?,Asked Consent to Search Property Given?,Property was Seized?,Vehicle Impounded?,Admission or Written Statement Obtained from Student?,No Action Taken?,Search Consent Given?,Search Basis: Officer Safety/Safety of Others?,Search Basis: Search Warrant?,Search Basis: Condition of Parole/Probation/PRCS/Mandatory Supervision?,Search Basis: Suspected Weapons?,Search Basis: Visible Contraband?,Search Basis: Odor of Contraband?,Search Basis: Canine Detection?,Search Basis: Evidence of Crime?,Search Basis: Incident to Arrest?,Search Basis: Exigent Circumstances/Emergency?,Search Basis: Vehicle inventory?,Search Basis: Suspected of Violating of School Policy?,Search Basis: Reason,Property Seizure Basis: Safekeeping as Allowed by Law/Statute?,Property Seizure Basis: Contraband?,Property Seizure Basis: Evidence?,Property Seizure Basis: Impound of Vehicle?,Property Seizure Basis: Abandoned Property?,Property Seizure Basis: Suspected of Violating of School Policy?,Property Seized: Firearm(s)?,Property Seized: Ammunition?,Property Seized: Weapon(s) Other than a Firearm?,Property Seized: Drug/Narcotics?,Property Seized: Alcohol?,Property Seized: Money?,Property Seized: Drug Paraphernalia?,Property Seized: Suspected Stolen Property?,Property Seized: Cell Phone(s) or Electronic Device(s)?,Property Seized: Vehicle?,Property Seized: Other Contraband or Evidence?,Contraband Evidence Discovered: None?,Contraband Evidence Discovered: Firearm(s)?,Contraband Evidence Discovered: Ammunition?,Contraband Evidence Discovered: Weapon(s) Other than a Firearm?,Contraband Evidence Discovered: Drugs/Narcotics?,Contraband Evidence Discovered: Alcohol?,Contraband Evidence Discovered: Money?,Contraband Evidence Discovered: Drug Paraphernalia?,Contraband Evidence Discovered: Suspected Stolen Property?,Contraband Evidence Discovered: Cell Phone(s) or Electronic Device(s)?,Contraband Evidence Discovered: Other?,Result of Contact: No Action?,Result of Contact: Warning?,Result of Contact: Warning Offense Codes?,Result of Contact: Citation for infraction?,Result of Contact:Citation for Infraction Offense Codes?,Result of Contact:  In-field Cite and Release?,Result of Contact:  In-field Cite and Release Offense Codes?,Result of Contact: Custodial Arrest Pursuant to Outstanding Warrant ?,Result of Contact: Custodial Arrest Without Warrant?,Result of Contact: Custodial Arrest Without Warrant Offense Codes?,Result of Contact: Field Interview Card Completed?,Result of Contact: Noncriminal Transport or Care Taking Transport?,Result of Contact: Contacted Parent/Legal Guardian or other Person Responsible for Minor?,Result of Contact: Psychiatric Hold?,Result of Contact: Contacted U.S. Department of Homeland Security?,Result of Contact: Referral to School Administrator?,Result of Contact: Referral to School Counselor or Other Support Staff?,Lat,Lng,AVUHSD_campus,AVUHSD_campus_name
138178,LAN,2019-01-02 18:30:00,15,,,,,,30TH ST E/AV I,,30TH ST E/AV I,LANCASTER,CA,,False,,False,2,153405,,,,,,30TH ST E/AV I,,30TH ST E/AV I,LANCASTER,CA,,37,,False,After Contact,False,Female,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WAS IN VEHICLE THAT WAS REPORTED STOLEN,,,True,False,False,False,False,False,False,False,False,,,,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,,False,,False,True,10851(A),False,False,False,False,False,False,False,34.70441539999999,-118.077073,False,
138228,LAN,2019-01-02 23:40:00,10,45800.0,,BULSHIRE,SR,,,,45800 BULSHIRE SR,LANCASTER,CA,,False,,True,1,153458,45800.0,,BULSHIRE,SR,,,,45800 BULSHIRE SR,LANCASTER,CA,,43,,False,After Contact,False,Male,Asian,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,MATCHED SUSPECT DESCRIPTION,,,False,True,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,243(E),False,False,False,False,False,False,False,34.7143257,-118.1650056,False,
138248,LAN,2019-01-03 01:47:00,2,,,,,,20TH ST W/AV K,,20TH ST W/AV K,LANCASTER,CA,,False,,False,1,153484,,,,,,20TH ST W/AV K,,20TH ST W/AV K,LANCASTER,CA,,25,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,"RESENT 459 IN AREA, VEHICLE PARKED IN PARKING LOT OF CLOSED BUSINESSES.",,,False,False,False,False,False,False,False,False,True,459,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6750675,-118.1656342,False,
138326,LAN,2019-01-03 05:45:00,10,,,,,,16TH ST WEST/LANCASTER BLVD,,16TH ST WEST/LANCASTER BLVD,LANCASTER,CA,,False,,False,1,153568,,,,,,16TH ST WEST/LANCASTER BLVD,,16TH ST WEST/LANCASTER BLVD,LANCASTER,CA,,20,,False,After Contact,False,Male,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,"SUSPECT WAS PARKED ON SIDE OF THE ROAD WITH HEADLIGHTS OFF, THE SUSPECT IMMEDIATELY LOOKED AWAY UPON SEEING ME. I CONDUCTED A U-TURN AND APPROACHED THE SUSPECT. BEFORE I COULD MAKE CONTACTED, THE SUSPECT CONDUCTED A U TURN TO DRIVE AWAY.",,,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6968751,-118.101428,False,
138469,LAN,2019-01-03 07:58:00,10,,,,,,SIERRA HIGHWAY/AVE H,,SIERRA HIGHWAY/AVE H,LANCASTER,CA,,False,,True,1,153718,,,,,,SIERRA HIGHWAY/AVE H,,SIERRA HIGHWAY/AVE H,LANCASTER,CA,,56,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,DP IN CALL FOR SERVICE.,,,False,True,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,11550,False,False,False,False,False,False,False,34.6589601,-118.1315182,False,
138553,LAN,2019-01-03 12:00:00,1200,44800.0,,SIERRA,HY,,,,44800 SIERRA HY,LANCASTER,CA,,False,,True,1,153806,44800.0,,SIERRA,HY,,,,44800 SIERRA HY,LANCASTER,CA,,27,,False,After Contact,False,Female,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,CALL FOR SERVICE,,,True,True,True,False,False,False,False,False,True,314.1,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,11550,False,False,False,False,False,False,False,34.6967853,-118.1363195,False,
138557,LAN,2019-01-03 08:40:00,10,700.0,W,AVENUE J-8,,,,,700 W AVENUE J-8,LANCASTER,CA,,False,,True,1,153810,700.0,W,AVENUE J-8,,,,,700 W AVENUE J-8,LANCASTER,CA,,55,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,CALL FOR SERVICE,,,False,True,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,incident to arrest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,11550(A),False,False,False,False,False,False,False,34.6820348,-118.1427832,False,
138994,LAN,2019-01-03 21:26:00,10,,,,,,20TH ST E/AVE J,,20TH ST E/AVE J,LANCASTER,CA,,False,,True,1,154277,,,,,,20TH ST E/AVE J,,20TH ST E/AVE J,LANCASTER,CA,,55,,False,After Contact,False,Male,Black/African American,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,POSS DUI INV,,,False,True,False,False,False,False,False,False,False,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,,False,,False,False,,False,False,False,False,False,False,False,34.6896814,-118.0948105,False,
138998,LAN,2019-01-03 20:30:00,10,600.0,,ESTHER,DR,,,,600 ESTHER DR,LANCASTER,CA,,False,,True,1,154281,600.0,,ESTHER,DR,,,,600 ESTHER DR,LANCASTER,CA,,30,,False,Before Contact,False,Male,Asian,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,WITNESS DESCRIBED MALE ASIAN WEARING BLUE SHIRT BLACK SHORTS INSIDE RESIDENCE AS SUSPECT,,,False,True,False,False,False,False,False,False,False,243(E)(1),,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,,False,,False,True,243(E),False,False,False,False,False,False,False,34.6762693,-118.1201394,False,
139012,LAN,2019-01-03 19:00:00,8,42100.0,,SIERRA HIGHWAY,,,,,42100 SIERRA HIGHWAY,LANCASTER,CA,,False,,True,1,154295,42100.0,,SIERRA HIGHWAY,,,,,42100 SIERRA HIGHWAY,LANCASTER,CA,,55,,False,After Contact,False,Male,White,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,"SUSPECT WAS NOT COOPERATING AND STATED HE CALLED ""911"". STATED HE HAD AN OUTSTANDING WARRANT.",,,False,False,False,False,False,False,False,False,True,21310,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Incident to arrest because of outstanding warrant.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,,False,,True,True,21310,False,False,False,False,False,False,False,34.6531301,-118.1294105,False,
139070,LAN,2019-01-03 19:59:00,30,42100.0,,SIERRA,HY,,,,42100 SIERRA HY,LANCASTER,CA,,False,,False,3,154359,42100.0,,SIERRA,HY,,,,42100 SIERRA HY,LANCASTER,CA,,32,,False,After Contact,False,Male,Hispanic/Latino/Latina,No Disabilities,REASONABLE SUSPICION THAT THE PERSON WAS ENGAGED IN CRIMINAL ACTIVITY,SUSPICIOUS PERSON IN VEHICLE,,,False,False,False,False,False,False,False,False,True,10851(A),,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Odor of burnt marijuana/ search incident to arrest,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,False,,False,,True,True,11377(A),False,False,False,False,False,False,False,34.6867846,-118.1541632,False,
